Date,Ticker,Price,Direction,Action,Shares,Cash Before Trade,Cash After Trade
2026-01-15,AAPL,257.97,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-15,AMZN,238.18,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-15,GOOG,332.93,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-15,NFLX,88.05,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-15,META,620.27,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-16,AAPL,255.29,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-16,AMZN,239.12,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-16,GOOG,330.11,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-16,NFLX,88.0,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-16,META,619.72,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-20,AAPL,246.47,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-20,AMZN,231.0,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-20,GOOG,321.93,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-20,NFLX,87.26,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-20,META,603.6,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-21,AAPL,247.42,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-21,AMZN,231.31,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-21,GOOG,328.15,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-21,NFLX,85.36,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-21,META,612.44,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-22,AAPL,248.12,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-22,AMZN,234.34,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-22,GOOG,330.61,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-22,NFLX,83.54,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-22,META,647.08,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-23,AAPL,247.81,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-23,AMZN,239.16,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-23,GOOG,328.2,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-23,NFLX,86.12,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-23,META,658.2,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-26,AAPL,255.17,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-26,AMZN,238.42,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-26,GOOG,333.36,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-26,NFLX,85.7,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-26,META,671.78,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-27,AAPL,258.03,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-27,AMZN,244.68,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-27,GOOG,334.76,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-27,NFLX,85.58,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-27,META,672.39,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-28,AAPL,256.2,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-28,AMZN,243.01,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-28,GOOG,336.04,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-28,NFLX,84.64,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-28,META,668.16,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-29,AAPL,258.04,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-29,AMZN,241.73,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-29,GOOG,338.42,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-29,NFLX,83.16,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-29,META,737.68,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-30,AAPL,259.24,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-30,AMZN,239.3,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-30,GOOG,338.29,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-30,NFLX,83.49,NO_TREND,HOLD,0,500000.0,500000.0
2026-01-30,META,715.89,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-02,AAPL,269.76,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-02,AMZN,242.96,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-02,GOOG,344.66,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-02,NFLX,82.76,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-02,META,705.81,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-03,AAPL,269.23,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-03,AMZN,238.62,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-03,GOOG,340.46,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-03,NFLX,79.94,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-03,META,691.11,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-04,AAPL,276.23,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-04,AMZN,232.99,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-04,GOOG,333.11,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-04,NFLX,80.16,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-04,META,668.42,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-05,AAPL,275.65,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-05,AMZN,222.69,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-05,GOOG,331.1,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-05,NFLX,80.87,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-05,META,669.64,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-06,AAPL,277.86,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-06,AMZN,210.32,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-06,GOOG,322.87,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-06,NFLX,82.2,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-06,META,660.89,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-09,AAPL,274.62,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-09,AMZN,208.72,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-09,GOOG,324.17,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-09,NFLX,81.47,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-09,META,676.64,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-10,AAPL,273.68,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-10,AMZN,206.96,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-10,GOOG,318.41,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-10,NFLX,82.21,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-10,META,670.15,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-11,AAPL,275.5,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-11,AMZN,204.08,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-11,GOOG,311.11,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-11,NFLX,79.62,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-11,META,668.12,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-12,AAPL,261.73,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-12,AMZN,199.6,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-12,GOOG,309.15,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-12,NFLX,75.86,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-12,META,649.25,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-13,AAPL,255.78,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-13,AMZN,198.79,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-13,GOOG,305.8,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-13,NFLX,76.87,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-13,META,639.22,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-17,AAPL,263.88,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-17,AMZN,201.15,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-17,GOOG,302.61,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-17,NFLX,77.0,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-17,META,638.74,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-18,AAPL,264.35,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-18,AMZN,204.79,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-18,GOOG,303.73,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-18,NFLX,77.99,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-18,META,642.67,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-19,AAPL,260.58,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-19,AMZN,204.86,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-19,GOOG,303.35,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-19,NFLX,77.0,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-19,META,644.23,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-20,AAPL,264.58,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-20,AMZN,210.11,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-20,GOOG,314.68,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-20,NFLX,78.67,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-20,META,655.1,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-23,AAPL,266.18,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-23,AMZN,205.27,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-23,GOOG,311.47,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-23,NFLX,76.02,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-23,META,636.7,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-24,AAPL,272.14,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-24,AMZN,208.56,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-24,GOOG,310.7,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-24,NFLX,78.04,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-24,META,638.75,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-25,AAPL,274.23,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-25,AMZN,210.64,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-25,GOOG,312.81,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-25,NFLX,82.7,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-25,META,653.13,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-26,AAPL,272.95,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-26,AMZN,207.92,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-26,GOOG,306.93,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-26,NFLX,84.59,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-26,META,656.45,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-27,AAPL,264.18,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-27,AMZN,210.0,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-27,GOOG,311.21,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-27,NFLX,96.24,NO_TREND,HOLD,0,500000.0,500000.0
2026-02-27,META,647.63,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-02,AAPL,264.72,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-02,AMZN,208.39,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-02,GOOG,306.14,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-02,NFLX,97.09,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-02,META,653.0,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-03,AAPL,263.75,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-03,AMZN,208.73,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-03,GOOG,303.35,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-03,NFLX,97.7,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-03,META,654.52,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-04,AAPL,262.52,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-04,AMZN,216.82,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-04,GOOG,303.24,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-04,NFLX,98.66,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-04,META,667.16,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-05,AAPL,260.29,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-05,AMZN,218.94,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-05,GOOG,300.7,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-05,NFLX,99.17,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-05,META,660.0,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-06,AAPL,257.46,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-06,AMZN,213.21,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-06,GOOG,298.09,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-06,NFLX,99.02,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-06,META,644.31,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-09,AAPL,259.88,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-09,AMZN,213.49,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-09,GOOG,306.01,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-09,NFLX,98.32,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-09,META,646.84,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-10,AAPL,260.83,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-10,AMZN,214.33,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-10,GOOG,306.93,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-10,NFLX,96.94,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-10,META,653.51,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-11,AAPL,260.81,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-11,AMZN,212.65,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-11,GOOG,308.42,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-11,NFLX,94.89,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-11,META,654.3,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-12,AAPL,255.76,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-12,AMZN,209.53,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-12,GOOG,303.21,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-12,NFLX,94.31,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-12,META,637.63,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-13,AAPL,250.12,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-13,AMZN,207.67,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-13,GOOG,301.46,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-13,NFLX,95.31,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-13,META,613.18,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-16,AAPL,252.82,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-16,AMZN,211.74,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-16,GOOG,304.42,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-16,NFLX,95.2,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-16,META,627.45,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-17,AAPL,254.23,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-17,AMZN,215.2,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-17,GOOG,309.41,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-17,NFLX,94.36,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-17,META,622.66,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-18,AAPL,249.94,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-18,AMZN,209.87,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-18,GOOG,306.3,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-18,NFLX,94.7,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-18,META,615.68,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-19,AAPL,248.96,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-19,AMZN,208.76,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-19,GOOG,305.73,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-19,NFLX,91.74,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-19,META,606.7,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-20,AAPL,247.99,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-20,AMZN,205.37,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-20,GOOG,298.79,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-20,NFLX,91.82,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-20,META,593.66,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-23,AAPL,251.49,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-23,AMZN,210.14,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-23,GOOG,299.02,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-23,NFLX,93.38,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-23,META,604.06,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-24,AAPL,251.64,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-24,AMZN,207.24,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-24,GOOG,289.2,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-24,NFLX,90.92,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-24,META,592.92,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-25,AAPL,252.62,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-25,AMZN,211.71,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-25,GOOG,289.59,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-25,NFLX,92.28,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-25,META,594.89,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-26,AAPL,252.89,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-26,AMZN,207.54,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-26,GOOG,280.74,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-26,NFLX,93.32,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-26,META,547.54,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-27,AAPL,248.8,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-27,AMZN,199.34,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-27,GOOG,273.76,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-27,NFLX,93.43,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-27,META,525.72,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-30,AAPL,246.63,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-30,AMZN,200.95,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-30,GOOG,273.14,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-30,NFLX,92.97,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-30,META,536.38,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-31,AAPL,253.79,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-31,AMZN,208.27,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-31,GOOG,286.86,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-31,NFLX,96.15,NO_TREND,HOLD,0,500000.0,500000.0
2026-03-31,META,572.13,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-01,AAPL,255.63,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-01,AMZN,210.57,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-01,GOOG,294.9,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-01,NFLX,95.55,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-01,META,579.23,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-02,AAPL,255.92,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-02,AMZN,209.77,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-02,GOOG,294.46,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-02,NFLX,98.66,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-02,META,574.46,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-06,AAPL,258.86,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-06,AMZN,212.79,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-06,GOOG,297.66,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-06,NFLX,98.93,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-06,META,573.02,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-07,AAPL,253.5,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-07,AMZN,213.77,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-07,GOOG,303.93,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-07,NFLX,98.82,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-07,META,575.05,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-08,AAPL,258.9,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-08,AMZN,221.25,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-08,GOOG,314.74,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-08,NFLX,99.39,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-08,META,612.42,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-09,AAPL,260.49,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-09,AMZN,233.65,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-09,GOOG,316.37,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-09,NFLX,102.05,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-09,META,628.39,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-10,AAPL,260.48,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-10,AMZN,238.38,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-10,GOOG,315.72,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-10,NFLX,103.01,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-10,META,629.86,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-13,AAPL,259.2,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-13,AMZN,239.89,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-13,GOOG,319.21,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-13,NFLX,103.16,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-13,META,634.53,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-14,AAPL,258.83,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-14,AMZN,249.02,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-14,GOOG,330.58,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-14,NFLX,106.28,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-14,META,662.49,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-15,AAPL,266.43,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-15,AMZN,248.5,NO_TREND,HOLD,0,500000.0,500000.0
2026-04-15,GOOG,334.47,NO_TREND,HOLD,0,500000.0,500000.0
